,STRUCTURE_ID,COUNTY,OWNER,AGE,CONDITION,COLOR,COORDINATES
217,07024700001,Campbell,CITY OR MUNICIPAL HIGHWAY AGENCY,16.0,Fair,Yellow,"[-84.10530401599993, 36.376918842000066]"
218,07024720001,Campbell,COUNTY HIGHWAY AGENCY,83.0,Fair,Yellow,"[-83.98118171499993, 36.43304905600007]"
219,060A1590001,Bradley,CITY OR MUNICIPAL HIGHWAY AGENCY,33.0,Good,Green,"[-84.87974003799997, 35.168091626000034]"
220,050A5510001,Blount,COUNTY HIGHWAY AGENCY,18.0,Good,Green,"[-83.83321270499994, 35.74735365300006]"
221,05023970001,Blount,CITY OR MUNICIPAL HIGHWAY AGENCY,25.0,Good,Green,"[-83.98407243099996, 35.83812495400008]"
222,05I01400005,Blount,STATE HIGHWAY AGENCY,26.0,Good,Green,"[-83.98588974199998, 35.84247004400004]"
223,05024020001,Blount,COUNTY HIGHWAY AGENCY,32.0,Good,Green,"[-83.77279535399998, 35.80059695500006]"
224,060A8610003,Bradley,COUNTY HIGHWAY AGENCY,29.0,Good,Green,"[-84.84704631699998, 35.028041092000024]"
225,060A2010001,Bradley,COUNTY HIGHWAY AGENCY,68.0,Good,Green,"[-84.77444530399998, 35.025035539000044]"
226,060A9120001,Bradley,CITY OR MUNICIPAL HIGHWAY AGENCY,28.0,Good,Green,"[-84.87930825899997, 35.159224]"
227,030A3010003,Benton,COUNTY HIGHWAY AGENCY,48.0,Fair,Yellow,"[-88.07602666099996, 35.92459344100007]"
228,03I00400005,Benton,STATE HIGHWAY AGENCY,53.0,Fair,Yellow,"[-88.03237533499998, 35.868853546000025]"
229,03S80420003,Benton,STATE HIGHWAY AGENCY,53.0,Fair,Yellow,"[-88.07156659099996, 35.998516161000055]"
230,03S80430001,Benton,STATE HIGHWAY AGENCY,58.0,Fair,Yellow,"[-88.09075148699998, 36.05851727900006]"
231,03S80430003,Benton,STATE HIGHWAY AGENCY,58.0,Fair,Yellow,"[-88.07483914599999, 36.05593556500003]"
232,03SR1910001,Benton,STATE HIGHWAY AGENCY,73.0,Fair,Yellow,"[-88.02890690799995, 36.07196645700003]"
233,03SR0690001,Benton,STATE HIGHWAY AGENCY,32.0,Fair,Yellow,"[-88.12345930999999, 35.875106834000064]"
234,03SR0690005,Benton,STATE HIGHWAY AGENCY,32.0,Fair,Yellow,"[-88.14409202899998, 35.881288580000046]"
235,06S43320001,Bradley,COUNTY HIGHWAY AGENCY,68.0,Good,Green,"[-84.90881475399993, 35.08766463000006]"
236,06011850001,Bradley,COUNTY HIGHWAY AGENCY,79.0,Fair,Yellow,"[-84.80041555199995, 35.304494258000034]"
237,040A0730001,Bledsoe,COUNTY HIGHWAY AGENCY,82.0,Fair,Yellow,"[-85.15375638399996, 35.63036712400003]"
238,040A0800001,Bledsoe,COUNTY HIGHWAY AGENCY,30.0,Good,Green,"[-85.08291444499997, 35.69186645700006]"
239,040A1000001,Bledsoe,COUNTY HIGHWAY AGENCY,34.0,Good,Green,"[-85.19908715199995, 35.687967515000025]"
240,040A1140001,Bledsoe,COUNTY HIGHWAY AGENCY,4.0,Good,Green,"[-85.14886668699995, 35.76860622000004]"
241,040A1260001,Bledsoe,"STATE PARK, FOREST, OR RESERVATION AGENCY",34.0,Good,Green,"[-85.27464923899998, 35.70468383900004]"
242,040A1450001,Bledsoe,COUNTY HIGHWAY AGENCY,27.0,Good,Green,"[-85.10297492699993, 35.711288688000025]"
243,040A1520001,Bledsoe,COUNTY HIGHWAY AGENCY,19.0,Good,Green,"[-85.14532008499998, 35.66049908700006]"
244,040A2900001,Bledsoe,COUNTY HIGHWAY AGENCY,60.0,Good,Green,"[-85.29896269599999, 35.488804164000044]"
245,040A3090001,Bledsoe,COUNTY HIGHWAY AGENCY,30.0,Good,Green,"[-85.31836429399993, 35.45107098700004]"
246,040A3150001,Bledsoe,COUNTY HIGHWAY AGENCY,32.0,Fair,Yellow,"[-85.22941916599996, 35.43421375200006]"
247,02SR0640011,Bedford,STATE HIGHWAY AGENCY,59.0,Fair,Yellow,"[-86.50656753499999, 35.45647490700003]"
248,02SR0640015,Bedford,STATE HIGHWAY AGENCY,53.0,Fair,Yellow,"[-86.43870134699995, 35.47825517200005]"
249,02SR0640019,Bedford,STATE HIGHWAY AGENCY,43.0,Good,Green,"[-86.37892343799996, 35.48049141100006]"
250,02SR0640029,Bedford,STATE HIGHWAY AGENCY,42.0,Good,Green,"[-86.33655241499997, 35.51006042700004]"
251,05S24230003,Blount,COUNTY HIGHWAY AGENCY,88.0,Fair,Yellow,"[-84.12114663599993, 35.74961936500006]"
252,05S24980003,Blount,COUNTY HIGHWAY AGENCY,98.0,Poor,Orange,"[-83.87669138699994, 35.809252343000026]"
253,05F00260001,Blount,COUNTY HIGHWAY AGENCY,63.0,Fair,Yellow,"[-83.98429576799998, 35.583145364000075]"
254,05023930001,Blount,CITY OR MUNICIPAL HIGHWAY AGENCY,30.0,Fair,Yellow,"[-83.98301097799998, 35.721252599000024]"
255,01SR0090011,Anderson,STATE HIGHWAY AGENCY,91.0,Fair,Yellow,"[-84.13135950499998, 36.10644205300008]"
256,01SR0090015,Anderson,STATE HIGHWAY AGENCY,78.0,Fair,Yellow,"[-84.13417511199998, 36.09523401000007]"
257,07024740003,Campbell,COUNTY HIGHWAY AGENCY,40.0,Fair,Yellow,"[-84.07524001699994, 36.500449452000055]"
258,02020080007,Bedford,COUNTY HIGHWAY AGENCY,68.0,Fair,Yellow,"[-86.37874401799996, 35.503734544000054]"
259,02020100001,Bedford,COUNTY HIGHWAY AGENCY,48.0,Fair,Yellow,"[-86.34449890899998, 35.56794983700007]"
260,02020100005,Bedford,COUNTY HIGHWAY AGENCY,58.0,Fair,Yellow,"[-86.29184161399996, 35.56881376300004]"
261,02020140001,Bedford,COUNTY HIGHWAY AGENCY,27.0,Good,Green,"[-86.41761156499996, 35.60252847300006]"
262,02020160003,Bedford,COUNTY HIGHWAY AGENCY,37.0,Good,Green,"[-86.55254077, 35.671710190000056]"
263,02020160007,Bedford,COUNTY HIGHWAY AGENCY,30.0,Good,Green,"[-86.52906128599994, 35.66947333200005]"
264,02020160001,Bedford,COUNTY HIGHWAY AGENCY,35.0,Good,Green,"[-86.51588886299999, 35.66911775700004]"
265,020A0060001,Bedford,COUNTY HIGHWAY AGENCY,43.0,Good,Green,"[-86.59261090599995, 35.37727107100005]"
266,020A0590003,Bedford,COUNTY HIGHWAY AGENCY,37.0,Good,Green,"[-86.62686659799994, 35.62608046200006]"
267,020A1890001,Bedford,COUNTY HIGHWAY AGENCY,68.0,Fair,Yellow,"[-86.26779047699995, 35.48431172900007]"
268,020A1950003,Bedford,COUNTY HIGHWAY AGENCY,41.0,Fair,Yellow,"[-86.58454211699996, 35.50824229800003]"
269,020A1970001,Bedford,COUNTY HIGHWAY AGENCY,32.0,Fair,Yellow,"[-86.32520128399995, 35.48017690700004]"
270,020A1990001,Bedford,COUNTY HIGHWAY AGENCY,34.0,Good,Green,"[-86.33603494799996, 35.48616177300005]"
271,020A2050001,Bedford,COUNTY HIGHWAY AGENCY,58.0,Fair,Yellow,"[-86.37107618499994, 35.482972080000025]"
272,020A2250001,Bedford,COUNTY HIGHWAY AGENCY,48.0,Fair,Yellow,"[-86.35706974699997, 35.58844855800004]"
273,03SR0690009,Benton,STATE HIGHWAY AGENCY,29.0,Fair,Yellow,"[-88.14370303299995, 35.88852719400006]"
274,03SR0690011,Benton,STATE HIGHWAY AGENCY,29.0,Fair,Yellow,"[-88.13267225799996, 35.91095582200006]"
275,02020030003,Bedford,COUNTY HIGHWAY AGENCY,36.0,Good,Green,"[-86.49915759399994, 35.55682550700004]"
276,02020030005,Bedford,COUNTY HIGHWAY AGENCY,48.0,Good,Green,"[-86.50103900199997, 35.56146505400005]"
277,01SR0090019,Anderson,STATE HIGHWAY AGENCY,74.0,Fair,Yellow,"[-84.09759228899998, 36.03260749100008]"
278,01SR0610023,Anderson,STATE HIGHWAY AGENCY,33.0,Fair,Yellow,"[-84.33947778099997, 36.046007546000055]"
279,01SR0610025,Anderson,STATE HIGHWAY AGENCY,33.0,Fair,Yellow,"[-84.33797817399994, 36.043252143000075]"
280,01SR0610001,Anderson,STATE HIGHWAY AGENCY,53.0,Good,Green,"[-84.31183048899999, 36.02185653200007]"
281,01SR0610003,Anderson,STATE HIGHWAY AGENCY,72.0,Fair,Yellow,"[-84.28799578599995, 36.02563738600003]"
282,02SR0640037,Bedford,STATE HIGHWAY AGENCY,33.0,Fair,Yellow,"[-86.27071244899997, 35.58130169100008]"
283,02SR0640039,Bedford,STATE HIGHWAY AGENCY,33.0,Good,Green,"[-86.26298529999997, 35.59051090000003]"
284,02SR0640041,Bedford,STATE HIGHWAY AGENCY,33.0,Good,Green,"[-86.25953440199999, 35.598902226000064]"
285,03SR0010009,Benton,STATE HIGHWAY AGENCY,68.0,Fair,Yellow,"[-88.11963794899998, 36.052253294000025]"
286,03SR0010013,Benton,STATE HIGHWAY AGENCY,72.0,Fair,Yellow,"[-88.09441073899995, 36.05084201200003]"
287,020A3740001,Bedford,COUNTY HIGHWAY AGENCY,46.0,Fair,Yellow,"[-86.59037844499994, 35.53536980100006]"
288,020A3870001,Bedford,COUNTY HIGHWAY AGENCY,68.0,Fair,Yellow,"[-86.26398095199994, 35.55005408100004]"
289,020A3960001,Bedford,COUNTY HIGHWAY AGENCY,58.0,Fair,Yellow,"[-86.42827005899994, 35.54987414500005]"
290,020A4250001,Bedford,COUNTY HIGHWAY AGENCY,33.0,Fair,Yellow,"[-86.24443067999994, 35.61156761900003]"
291,020A1420001,Bedford,COUNTY HIGHWAY AGENCY,8.0,Good,Green,"[-86.41337487799996, 35.51717476300007]"
292,020A6640001,Bedford,COUNTY HIGHWAY AGENCY,78.0,Poor,Orange,"[-86.33707404399996, 35.51148423700005]"
293,020A6750003,Bedford,COUNTY HIGHWAY AGENCY,35.0,Good,Green,"[-86.58838423399999, 35.667029798000044]"
294,07024720003,Campbell,COUNTY HIGHWAY AGENCY,83.0,Fair,Yellow,"[-83.93435737099998, 36.444035668000026]"
295,01M37370001,Anderson,CITY OR MUNICIPAL HIGHWAY AGENCY,48.0,Fair,Yellow,"[-84.22306234399997, 36.03286592500007]"
296,010A0020001,Anderson,COUNTY HIGHWAY AGENCY,6.0,Good,Green,"[-84.32187856599995, 36.08190863300007]"
297,010A0040001,Anderson,CITY OR MUNICIPAL HIGHWAY AGENCY,25.0,Good,Green,"[-84.34549362699994, 36.05444315500006]"
298,010A0040003,Anderson,COUNTY HIGHWAY AGENCY,53.0,Fair,Yellow,"[-84.35500807399995, 36.070513264000056]"
299,010A0110001,Anderson,COUNTY HIGHWAY AGENCY,41.0,Fair,Yellow,"[-84.28131420299997, 36.08916538300008]"
300,010A0110003,Anderson,COUNTY HIGHWAY AGENCY,40.0,Good,Green,"[-84.28569396799998, 36.095899134000035]"
301,020A1680003,Bedford,COUNTY HIGHWAY AGENCY,35.0,Good,Green,"[-86.25282156299994, 35.592009080000025]"
302,020A1730001,Bedford,COUNTY HIGHWAY AGENCY,68.0,Fair,Yellow,"[-86.26834252199995, 35.55300737700003]"
303,020A1870001,Bedford,COUNTY HIGHWAY AGENCY,58.0,Fair,Yellow,"[-86.32458222299994, 35.51053819200007]"
304,020A1880003,Bedford,COUNTY HIGHWAY AGENCY,18.0,Good,Green,"[-86.34003721799996, 35.493260408000026]"
305,010A5040001,Anderson,CITY OR MUNICIPAL HIGHWAY AGENCY,51.0,Fair,Yellow,"[-84.14734654199998, 36.211672372000066]"
306,01I00750007,Anderson,STATE HIGHWAY AGENCY,49.0,Fair,Yellow,"[-84.0540065499999, 36.14473113100007]"
307,010B0010001,Anderson,COUNTY HIGHWAY AGENCY,34.0,Fair,Yellow,"[-83.98556614899996, 36.16673173200007]"
308,010B0300001,Anderson,CITY OR MUNICIPAL HIGHWAY AGENCY,48.0,Fair,Yellow,"[-84.26203045999995, 36.00565076600003]"
309,010B1390001,Anderson,COUNTY HIGHWAY AGENCY,53.0,Fair,Yellow,"[-84.24078745399999, 36.04939129400003]"
310,010B1560001,Anderson,CITY OR MUNICIPAL HIGHWAY AGENCY,38.0,Fair,Yellow,"[-84.26515523199998, 36.01081458500005]"
311,010E4500001,Anderson,CITY OR MUNICIPAL HIGHWAY AGENCY,33.0,Fair,Yellow,"[-84.26699435299997, 36.00894141600003]"
312,01SR0620005,Anderson,STATE HIGHWAY AGENCY,37.0,Fair,Yellow,"[-84.23163509899996, 36.00388127300005]"
313,01S23970003,Anderson,COUNTY HIGHWAY AGENCY,24.0,Good,Green,"[-84.09332593999994, 36.12801759900003]"
314,060B2760001,Bradley,COUNTY HIGHWAY AGENCY,35.0,Good,Green,"[-84.97119273999994, 35.05853647400005]"
315,060B2790001,Bradley,COUNTY HIGHWAY AGENCY,34.0,Good,Green,"[-84.96961571699995, 35.06599356500004]"
316,060B3310001,Bradley,CITY OR MUNICIPAL HIGHWAY AGENCY,68.0,Good,Green,"[-84.87735579499997, 35.15587008600005]"
317,06I00750001,Bradley,STATE HIGHWAY AGENCY,55.0,Good,Green,"[-84.98558413899997, 35.141838231000065]"
318,01SR0090001,Anderson,STATE HIGHWAY AGENCY,91.0,Fair,Yellow,"[-84.15734180899994, 36.222552790000066]"
319,01SR0090005,Anderson,STATE HIGHWAY AGENCY,48.0,Fair,Yellow,"[-84.1428569, 36.17469116900003]"
320,01SR0090009,Anderson,STATE HIGHWAY AGENCY,91.0,Fair,Yellow,"[-84.15358679299999, 36.14022936900005]"
321,04SR0280027,Bledsoe,STATE HIGHWAY AGENCY,65.0,Good,Green,"[-85.23686908199994, 35.57004293000006]"
322,04SR0280031,Bledsoe,STATE HIGHWAY AGENCY,67.0,Fair,Yellow,"[-85.21367241899998, 35.585076754000056]"
323,02SR0820007,Bedford,STATE HIGHWAY AGENCY,83.0,Good,Green,"[-86.43023964199995, 35.416877258000056]"
324,02SR0820011,Bedford,STATE HIGHWAY AGENCY,81.0,Good,Green,"[-86.41736223299995, 35.586093006000056]"
325,02SR0820013,Bedford,STATE HIGHWAY AGENCY,81.0,Good,Green,"[-86.38200798399998, 35.585989149000056]"
326,02SR0820025,Bedford,STATE HIGHWAY AGENCY,35.0,Good,Green,"[-86.29469526199995, 35.60379922100003]"
327,39019000001,Henderson,COUNTY HIGHWAY AGENCY,3.0,Good,Green,"[-88.52170906199996, 35.55011906300007]"
328,05M37970001,Blount,CITY OR MUNICIPAL HIGHWAY AGENCY,77.0,Fair,Yellow,"[-83.96943410099999, 35.75563486600004]"
329,05038010001,Blount,CITY OR MUNICIPAL HIGHWAY AGENCY,23.0,Fair,Yellow,"[-83.98519539399996, 35.72287932000006]"
330,05S25500001,Blount,CITY OR MUNICIPAL HIGHWAY AGENCY,46.0,Good,Green,"[-83.97301875399995, 35.75726866600007]"
331,030A4590001,Benton,COUNTY HIGHWAY AGENCY,43.0,Fair,Yellow,"[-88.12927213099994, 36.04687861100007]"
332,03I00400001,Benton,STATE HIGHWAY AGENCY,53.0,Fair,Yellow,"[-88.07176916399999, 35.848019857000054]"
333,05SR0730021,Blount,STATE HIGHWAY AGENCY,31.0,Good,Green,"[-83.82002517499996, 35.71855209700004]"
334,05SR0730023,Blount,STATE HIGHWAY AGENCY,64.0,Fair,Yellow,"[-83.81938951299998, 35.71243731900006]"
335,05SR0730027,Blount,STATE HIGHWAY AGENCY,65.0,Fair,Yellow,"[-83.79740527199993, 35.68670542500007]"
336,05SR0730029,Blount,STATE HIGHWAY AGENCY,65.0,Good,Green,"[-83.79070913799995, 35.683142743000076]"
337,05SR1150003,Blount,STATE HIGHWAY AGENCY,80.0,Fair,Yellow,"[-84.09324476699999, 35.60929338700004]"
338,05SR0720013,Blount,STATE HIGHWAY AGENCY,88.0,Fair,Yellow,"[-83.93404826099999, 35.499654562000046]"
339,05SR1150006,Blount,STATE HIGHWAY AGENCY,59.0,Good,Green,"[-83.98687640899999, 35.76460556100005]"
340,06022660005,Bradley,COUNTY HIGHWAY AGENCY,26.0,Good,Green,"[-84.90393259299998, 35.025794390000044]"
341,06022670003,Bradley,COUNTY HIGHWAY AGENCY,23.0,Good,Green,"[-84.93776204999995, 35.24905726800006]"
342,06022720003,Bradley,COUNTY HIGHWAY AGENCY,21.0,Good,Green,"[-84.77215105199997, 35.211515406000046]"
343,06022740001,Bradley,COUNTY HIGHWAY AGENCY,1.0,,,"[-84.71089297899994, 35.201595422000025]"
344,06022760005,Bradley,COUNTY HIGHWAY AGENCY,55.0,Good,Green,"[-84.71895801799997, 35.23713061700005]"
345,06036450001,Bradley,CITY OR MUNICIPAL HIGHWAY AGENCY,53.0,Good,Green,"[-84.87694461699994, 35.17503971600007]"
346,060A3920003,Bradley,COUNTY HIGHWAY AGENCY,36.0,Good,Green,"[-84.78199436399996, 35.27025237200007]"
347,060A4130001,Bradley,COUNTY HIGHWAY AGENCY,32.0,Good,Green,"[-84.79750854899999, 35.24887197800007]"
348,05038190001,Blount,CITY OR MUNICIPAL HIGHWAY AGENCY,15.0,Good,Green,"[-83.97071335799995, 35.79220071900005]"
349,05038200001,Blount,CITY OR MUNICIPAL HIGHWAY AGENCY,40.0,Good,Green,"[-83.98185834399999, 35.76803550400007]"
350,05SR0359003,Blount,CITY OR MUNICIPAL HIGHWAY AGENCY,98.0,Fair,Yellow,"[-83.96895876599996, 35.75936561800006]"
351,05S25500005,Blount,CITY OR MUNICIPAL HIGHWAY AGENCY,58.0,Fair,Yellow,"[-83.99606176499998, 35.77804562100005]"
352,06I00750005,Bradley,STATE HIGHWAY AGENCY,53.0,Good,Green,"[-84.93412878499998, 35.161656307000044]"
353,06I00750009,Bradley,STATE HIGHWAY AGENCY,53.0,Good,Green,"[-84.91944012, 35.17400824600003]"
354,010A0310001,Anderson,COUNTY HIGHWAY AGENCY,34.0,Fair,Yellow,"[-84.18366798899996, 36.187676862000046]"
355,010A0520001,Anderson,COUNTY HIGHWAY AGENCY,104.0,Fair,Yellow,"[-84.18454430699995, 36.11292544300005]"
356,04SR0280033,Bledsoe,STATE HIGHWAY AGENCY,61.0,Good,Green,"[-85.18663304699999, 35.61654949800004]"
357,060A1650001,Bradley,COUNTY HIGHWAY AGENCY,33.0,Good,Green,"[-84.84985702499995, 35.267645937000054]"
358,060A1730003,Bradley,COUNTY HIGHWAY AGENCY,35.0,Good,Green,"[-84.91353362999996, 35.24104322900007]"
359,060A1820001,Bradley,COUNTY HIGHWAY AGENCY,20.0,Good,Green,"[-84.91231633899997, 35.16452460200003]"
360,060A1840001,Bradley,COUNTY HIGHWAY AGENCY,28.0,Good,Green,"[-84.90570525199996, 35.17274355100005]"
361,060A3420001,Bradley,COUNTY HIGHWAY AGENCY,53.0,Good,Green,"[-84.87549352299999, 35.325533490000055]"
362,060A3740001,Bradley,CITY OR MUNICIPAL HIGHWAY AGENCY,18.0,Good,Green,"[-84.85359723999994, 35.21274773600004]"
363,060A3740003,Bradley,CITY OR MUNICIPAL HIGHWAY AGENCY,35.0,Good,Green,"[-84.85172523699998, 35.21193191800006]"
364,02SR0820001,Bedford,STATE HIGHWAY AGENCY,78.0,Good,Green,"[-86.39124583999995, 35.36348774800007]"
365,02SR0820003,Bedford,STATE HIGHWAY AGENCY,78.0,Fair,Yellow,"[-86.39527722599996, 35.37173095300005]"
366,020A0170001,Bedford,COUNTY HIGHWAY AGENCY,31.0,Good,Green,"[-86.55519530199996, 35.62782910300007]"
367,020A0440001,Bedford,COUNTY HIGHWAY AGENCY,58.0,Fair,Yellow,"[-86.43202337399998, 35.35109289800005]"
368,030A3070005,Benton,COUNTY HIGHWAY AGENCY,27.0,Fair,Yellow,"[-88.02946568399994, 35.85531337900005]"
369,030A3140003,Benton,COUNTY HIGHWAY AGENCY,14.0,Fair,Yellow,"[-88.05788649799996, 35.89359181800006]"
370,030A3630001,Benton,COUNTY HIGHWAY AGENCY,43.0,Fair,Yellow,"[-88.10079812799995, 35.89951243100006]"
371,030A3660003,Benton,COUNTY HIGHWAY AGENCY,34.0,Fair,Yellow,"[-88.12683036799996, 35.90676392900008]"
372,030A3780001,Benton,COUNTY HIGHWAY AGENCY,10.0,Fair,Yellow,"[-88.19780851899998, 35.863960345000066]"
373,030A4020001,Benton,COUNTY HIGHWAY AGENCY,35.0,Fair,Yellow,"[-88.13994139299996, 35.98942923200008]"
374,030A4390003,Benton,CITY OR MUNICIPAL HIGHWAY AGENCY,48.0,Fair,Yellow,"[-88.10067128399999, 36.04879017400003]"
375,030A4050001,Benton,COUNTY HIGHWAY AGENCY,25.0,Fair,Yellow,"[-88.19960990999994, 35.99172142000003]"
376,03SR0010015,Benton,STATE HIGHWAY AGENCY,76.0,Fair,Yellow,"[-88.09218130899995, 36.04876316600007]"
377,03SR0010017,Benton,STATE HIGHWAY AGENCY,71.0,Fair,Yellow,"[-88.08476418299995, 36.041826987000036]"
378,04011340003,Bledsoe,COUNTY HIGHWAY AGENCY,58.0,Fair,Yellow,"[-85.28315670099994, 35.510336117000065]"
379,04011340005,Bledsoe,COUNTY HIGHWAY AGENCY,58.0,Fair,Yellow,"[-85.25674263899998, 35.50242677700004]"
380,04011340013,Bledsoe,COUNTY HIGHWAY AGENCY,66.0,Good,Green,"[-85.20837518699994, 35.548489833000076]"
381,04011340015,Bledsoe,COUNTY HIGHWAY AGENCY,66.0,Fair,Yellow,"[-85.19621046499998, 35.57528604400005]"
382,04S42630001,Bledsoe,COUNTY HIGHWAY AGENCY,32.0,Good,Green,"[-85.18622324999995, 35.60556592000006]"
383,06022650007,Bradley,COUNTY HIGHWAY AGENCY,78.0,Good,Green,"[-84.76968780999994, 35.20358379900006]"
384,06022660001,Bradley,COUNTY HIGHWAY AGENCY,13.0,Good,Green,"[-84.86133407399996, 35.01743152100005]"
385,06022660003,Bradley,COUNTY HIGHWAY AGENCY,32.0,Good,Green,"[-84.89874938399998, 35.02367942600006]"
386,02SR0100001,Bedford,STATE HIGHWAY AGENCY,95.0,Good,Green,"[-86.51547263399993, 35.371674330000076]"
387,04SR0280001,Bledsoe,STATE HIGHWAY AGENCY,65.0,Fair,Yellow,"[-85.34357667299997, 35.444108279000034]"
388,04SR0280005,Bledsoe,STATE HIGHWAY AGENCY,65.0,Good,Green,"[-85.31821651299998, 35.47225904700008]"
389,04SR0280007,Bledsoe,STATE HIGHWAY AGENCY,67.0,Fair,Yellow,"[-85.30250608699998, 35.48986857800003]"
390,04SR0280013,Bledsoe,STATE HIGHWAY AGENCY,67.0,Good,Green,"[-85.29044301, 35.50338107700003]"
391,04SR0280017,Bledsoe,STATE HIGHWAY AGENCY,65.0,Good,Green,"[-85.26060745499996, 35.538386468000056]"
392,04SR0280021,Bledsoe,STATE HIGHWAY AGENCY,67.0,Fair,Yellow,"[-85.25549196699995, 35.545998944000075]"
393,04SR0280023,Bledsoe,STATE HIGHWAY AGENCY,65.0,Good,Green,"[-85.25489079999994, 35.54761455000005]"
394,01I00750011,Anderson,STATE HIGHWAY AGENCY,46.0,Fair,Yellow,"[-84.06935927599994, 36.156526651000036]"
395,06I00750016,Bradley,STATE HIGHWAY AGENCY,55.0,Fair,Yellow,"[-84.90227533199999, 35.18682992600003]"
396,06I00750018,Bradley,STATE HIGHWAY AGENCY,53.0,Good,Green,"[-84.88672467099997, 35.19401738000005]"
397,06I00750020,Bradley,STATE HIGHWAY AGENCY,54.0,Good,Green,"[-84.87722169199998, 35.19899625900007]"
398,06I00750022,Bradley,STATE HIGHWAY AGENCY,50.0,Good,Green,"[-84.86653293599994, 35.21262274800006]"
399,06I00750023,Bradley,STATE HIGHWAY AGENCY,50.0,Good,Green,"[-84.83648389399997, 35.25428733000007]"
400,06I00750029,Bradley,STATE HIGHWAY AGENCY,46.0,Good,Green,"[-84.80645587399994, 35.30757113800007]"
401,01SR0610009,Anderson,STATE HIGHWAY AGENCY,72.0,Fair,Yellow,"[-84.23093781599994, 36.06120807600007]"
402,01SR0610013,Anderson,STATE HIGHWAY AGENCY,72.0,Fair,Yellow,"[-84.15097061199998, 36.087839873000064]"
403,01SR0610027,Anderson,STATE HIGHWAY AGENCY,31.0,Fair,Yellow,"[-84.12930859599999, 36.10343935800006]"
404,070A0710005,Campbell,COUNTY HIGHWAY AGENCY,31.0,Fair,Yellow,"[-84.15178624199996, 36.51529234900005]"
405,070A0800003,Campbell,COUNTY HIGHWAY AGENCY,88.0,Fair,Yellow,"[-84.14734510599999, 36.51003880300004]"
406,020A0480001,Bedford,COUNTY HIGHWAY AGENCY,35.0,Poor,Orange,"[-86.58213133599997, 35.58944827000005]"
407,020A0520001,Bedford,COUNTY HIGHWAY AGENCY,58.0,Good,Green,"[-86.33802778899997, 35.374664307000046]"
408,020A0520003,Bedford,COUNTY HIGHWAY AGENCY,58.0,Fair,Yellow,"[-86.33123799099997, 35.38857683700007]"
409,020A0550001,Bedford,COUNTY HIGHWAY AGENCY,98.0,Fair,Yellow,"[-86.64144394399995, 35.61550537900007]"
410,020A0600001,Bedford,COUNTY HIGHWAY AGENCY,35.0,Fair,Yellow,"[-86.32794715199998, 35.40602004600004]"
411,020A0600005,Bedford,COUNTY HIGHWAY AGENCY,35.0,Good,Green,"[-86.32261157699998, 35.404709652000065]"
412,020A2850001,Bedford,COUNTY HIGHWAY AGENCY,6.0,Good,Green,"[-86.51032317999994, 35.40543375100003]"
413,04S42630007,Bledsoe,COUNTY HIGHWAY AGENCY,53.0,Good,Green,"[-85.03742306499998, 35.73808030300006]"
414,04S42630011,Bledsoe,COUNTY HIGHWAY AGENCY,55.0,Fair,Yellow,"[-85.04738814599995, 35.74726924000004]"
415,02SR0100005,Bedford,STATE HIGHWAY AGENCY,90.0,Fair,Yellow,"[-86.50520979299995, 35.38268811800003]"
416,02SR0100009,Bedford,STATE HIGHWAY AGENCY,29.0,Fair,Yellow,"[-86.46340123299996, 35.482100983000066]"
417,02SR0100013,Bedford,STATE HIGHWAY AGENCY,21.0,Fair,Yellow,"[-86.45145668799995, 35.540493258000026]"
418,02SR0100015,Bedford,STATE HIGHWAY AGENCY,21.0,Fair,Yellow,"[-86.45111061399996, 35.54205825400004]"
419,02SR0100019,Bedford,STATE HIGHWAY AGENCY,21.0,Fair,Yellow,"[-86.44436336399997, 35.57147599700005]"
420,020A0940001,Bedford,COUNTY HIGHWAY AGENCY,61.0,Fair,Yellow,"[-86.46468841199999, 35.626819254000054]"
421,020A0970001,Bedford,COUNTY HIGHWAY AGENCY,18.0,Fair,Yellow,"[-86.52222330099994, 35.639010377000034]"
422,020A1050001,Bedford,COUNTY HIGHWAY AGENCY,8.0,Good,Green,"[-86.45792409299997, 35.590278769000065]"
423,020A1620005,Bedford,COUNTY HIGHWAY AGENCY,7.0,Good,Green,"[-86.33018067099994, 35.65267314400006]"
424,020A2580001,Bedford,COUNTY HIGHWAY AGENCY,68.0,Fair,Yellow,"[-86.46700719299997, 35.41456268600007]"
425,020A2580003,Bedford,COUNTY HIGHWAY AGENCY,18.0,Good,Green,"[-86.44945629399996, 35.42578670700004]"
426,020A1240001,Bedford,COUNTY HIGHWAY AGENCY,14.0,Good,Green,"[-86.48635074699996, 35.56150095800007]"
427,020A2660003,Bedford,COUNTY HIGHWAY AGENCY,68.0,Fair,Yellow,"[-86.37820183899998, 35.42604020500005]"
428,020A2700001,Bedford,COUNTY HIGHWAY AGENCY,58.0,Fair,Yellow,"[-86.42324041899997, 35.365991733000044]"
